country| aconfci|aconfci992|agdproi|agdproi992|agninci|agninci992|agweali|agweali992|ahweali|ahweali992|andproi|andproi992|apweali|apweali992|ehfghgi|enfcari|enfghgi|enncari|entcari|entonai|inyixxi|khfghgi|knfcari|knfghgi|knncari|kntcari|kntghgi|kntonai|mconfci|mgdproi|mgninci|mgweali|mhweali|mndproi|mnninci|mnweali|npopuli|npopuli001|npopuli051|npopuli101|npopuli111|npopuli151|npopuli201|npopuli202|npopuli251|npopuli301|npopuli302|npopuli351|npopuli401|npopuli402|npopuli451|npopuli501|npopuli502|npopuli551|npopuli601|npopuli602|npopuli651|npopuli701|npopuli702|npopuli751|npopuli801|npopuli802|npopuli851|npopuli901|npopuli902|npopuli951|npopuli991|npopuli992|npopuli993|npopuli994|npopuli995|npopuli996|npopuli997|npopuli998|xlcusxi
TR| 40714| 59254| 254079.400000| 369779.500000| 251345| 365799.900000|-20384.900000|-29667.600000| 118352.700000| 172247| 213365.300000| 310525.500000| 334067.500000| 486191.800000| 322.656344| 408.539888| 512.329557| 13.541681| 394.998207| 100.823802| 0.236167| 3.825705| 4.844018| 6.074641| 0.160562| 4.683455| 5.878913| 1.195458| 3425493319680.000000| 21377077739520.000000| 21147013873664.000000|-1715095339008.000000| 9957653746724.000000| 17951583371264.000000| 17721521602560.000000| 26391814864896.000000| 84135424| 6783398| 6727744| 6438257| 2215| 6375692| 6837073| 13621961| 6784889| 6750040| 13265672| 6515633| 6101595| 11561184| 5459590| 5041185| 9244328| 4203144| 3233145| 5818545| 2585401| 1877373| 3115223| 1237850| 740533| 1063289| 322756| 99137| 117916| 18779| 26325092| 57810332| 26887632| 20805513| 10117185| 50926285| 6884041| 1183418| 7.008605
TT| 13357.700000| 18031.600000| 122020| 164716| 115743| 156242.500000|-10351.700000|-13973.800000| 142468.400000| 192319.400000| 108662.400000| 146684.400000| 158743.400000| 214289.200000| 20.928217| 24.568292| 30.744799|-11.402403| 35.970695| 18.334186| 0.758318| 14.954195| 17.555201| 21.968605|-8.147553| 25.702753| 38.803391| 13.100638| 20278882304.000000| 185244352512.000000| 175714877440.000000|-15715335168.000000| 216287990359.000000| 164965482496.000000| 155435991040.000000| 225280524288.000000| 1518147| 94037| 101206| 101169|  143| 97107| 97321| 206007| 108686| 131310| 271007| 139697| 117834| 218056| 100221| 88939| 186352| 97413| 81155| 146483| 65328| 43735| 69974| 26238| 14741| 22352| 7611| 3331| 4259|  928| 393518| 1124629| 477014| 404407| 243209| 962575| 162054| 26753| 6.751053
TV|  746| 1245.400000| 7976.100000| 13316.300000| 13163.300000| 21976.600000| 5088.300000| 8495.100000| 21010.500000| 35077.700000| 7230.100000| 12070.900000| 33349.900000| 55678.800000|    0|    0|    0|    0|    0|    0| 0.851677|    0|    0|    0|    0|    0|    0|    0| 8256988| 88287326| 145704768| 56322760| 232565162| 80030336| 137447776| 425472992| 11069| 1226| 1190| 1083|    0|  941|  932| 1883|  951|  838| 1484|  645|  513|  980|  467|  551| 1140|  589|  483|  779|  296|  185|  278|   93|   65|   85|   19|    7|    7|    0| 4439| 6630| 3365| 2119| 1146| 5967|  664|   91| 1.453085
TW| 128734.800000| 156023.200000| 890615.100000| 1079401.800000| 904956.800000| 1096783.500000| 2540429| 3078932.500000| 5882440| 7129361| 761880.300000| 923378.600000| 6544570| 7931845.500000| 78.776760| 244.614328| 262.150059| 0.359733| 244.254594| 25.936515| 0.936947| 3.314418| 10.291794| 11.029585| 0.015135| 10.276659| 11.367900| 1.091241| 3072327680000.000000| 21255023493120.000000| 21597295476736.000000| 60628752400384.000000| 140821810642944.000000| 18182695813120.000000| 18524967796736.000000| 216818555813888.000000| 23865556| 982303| 1038472| 974033| 6258| 1179264| 1559949| 3231544| 1671595| 1717728| 3724672| 2006944| 2050772| 3828039| 1777267| 1825264| 3622721| 1797457| 1641322| 3011865| 1370543| 850782| 1484060| 633279| 418789| 651470| 232681| 100700| 130858| 30158| 4174072| 19691484| 6956215| 7450760| 5284510| 16048296| 3643188| 788586| 29.411798
TZ| 438146.700000| 968773.800000| 2820334.500000| 6235962.500000| 2757780.300000| 6097650.500000| 1596141| 3529182.500000| 6145683.500000| 13588549| 2382187.800000| 5267188.500000| 8605468| 19027310| 76.774498| 20.508633| 92.288012| 9.172986| 11.335647| 80.519147| 0.895217| 1.322271| 0.353216| 1.589457| 0.157984| 0.195231| 1.581995| 1.386764| 26303222775808.000000| 169312912408576.000000| 165557601042432.000000| 95821005586432.000000| 368943337317104.000000| 143009693827072.000000| 139254390849536.000000| 612432405856256.000000| 60032920| 10033003| 8637198| 7670668|  561| 6541003| 5295389| 9594334| 4298945| 3791560| 7138522| 3346961| 2727220| 4804980| 2077759| 1557623| 2760989| 1203366| 974587| 1732433| 757846| 553412| 877080| 323669| 155309| 218672| 63363| 19352| 23478| 4126| 32881872| 27151048| 16732856| 7565969| 2852223| 25273412| 1877636| 242710| 2294.146240
UA| 25886.200000| 32295| 192067.200000| 239619.100000| 197674.300000| 246614.400000| 8374.400000| 10447.700000| 240309.600000| 299805.400000| 166181.100000| 207324.100000| 385701.300000| 481193.100000| 187.170453| 197.271901| 272.690051|-10.331436| 207.603337| 96.770501| 0.500619| 4.279770| 4.510746| 6.235230|-0.236235| 4.746981| 6.959700| 2.212718| 1136652189696.000000| 8433606590464.000000| 8679810138112.000000| 367715975168.000000| 10551915600738.000000| 7296954400768.000000| 7543157948416.000000| 17303733272576.000000| 43909664| 1886242| 2457263| 2386629| 4369| 1983647| 2151050| 4952342| 2801292| 3598724| 7272378| 3673654| 3277495| 6402709| 3125214| 2860862| 5988752| 3127891| 3031608| 5543724| 2512116| 1851591| 3060952| 1209361| 1265473| 1712378| 446905| 214696| 258285| 43590| 8713780| 35195884| 12224719| 12391460| 10579705| 27647788| 7548097| 1975031| 26.957525
UG| 282843.600000| 667619| 3554146| 8389143| 3474752.300000| 8201743.500000| 1221139| 2882355| 7142041.500000| 16857948| 3271302.300000| 7721524| 10297573| 24306210| 38.725916| 7.831699| 49.134485| 2.438714| 5.392984| 44.958493| 0.885112| 0.846635| 0.171218| 1.074189| 0.053316| 0.117903| 1.100795| 0.982893| 12559560212480.000000| 157820469116928.000000| 154295022387200.000000| 54224205381632.000000| 317139587420262.000000| 145260911001600.000000| 141735464271872.000000| 511483930738688.000000| 44404612| 7504005| 6736040| 6039592|  110| 5312512| 4506731| 8191608| 3684877| 2788488| 4802241| 2013753| 1560346| 2836733| 1276387| 1000716| 1721799| 721084| 520832| 886565| 365734| 214880| 310264| 95384| 43561| 58873| 15311| 3620| 4277|  657| 25592146| 18812466| 12993847| 4558530| 1260087| 18073210| 739255| 63258| 3718.248923
US| 12598.800000| 16745.400000| 73949.900000| 98288.800000| 74359.200000| 98832.800000|-23710.100000|-31513.700000| 354885.500000| 471687.700000| 61351.100000| 81543.400000| 395877.300000| 526171| 3608.232850| 5056.514245| 6260.732922| 300.287253| 4756.226993| 1095.928775| 0.862614| 10.929005| 15.315716| 18.963182| 0.909542| 14.406174| 17.725641| 3.319467| 4159515394048.000000| 24414703046512.000000| 24549842223104.000000|-7827937034240.000000| 117659412725760.000000| 20255187402752.000000| 20390325780480.000000| 122871749804032.000000| 330152000| 18971212| 20039134| 21404899| 83429| 21339005| 21611813| 44505772| 22893957| 22839169| 44967312| 22128145| 20806632| 41360020| 20553388| 21015193| 42903620| 21888429| 20894028| 39048380| 18154348| 13869379| 23259228| 9389851| 6201896| 10090187| 3888291| 1706499| 2179828| 473329| 81754254| 248397746| 89473083| 84263634| 74661049| 194630759| 53767022| 12353444|    1
UY| 41729.500000| 57099.400000| 800150.900000| 1094863.600000| 756363.800000| 1034948.800000| 105383.900000| 144199| 1878078.600000| 2569815.300000| 758421.400000| 1037764.200000| 3285543.800000| 4495680| 21.449880| 11.170579| 35.429053| 5.111370| 6.059210| 27.127581| 0.821756| 6.174884| 3.215730| 10.199139| 1.471436| 1.744295| 9.553647| 7.809352| 143094136832.000000| 2743786274816.000000| 2593636483072.000000| 361370386432.000000| 6440093200187.000000| 2600692088832.000000| 2450542559232.000000| 11627781947392.000000| 3429086| 206516| 235555| 236780| 2821| 244183| 256397| 509880| 253483| 237249| 455979| 218729| 228872| 444461| 215589| 199850| 395883| 196032| 173895| 321352| 147458| 121433| 219311| 97879| 73426| 121520| 48095| 25344| 34849| 9505| 923033| 2506053| 965858| 840343| 699853| 1980094| 525959| 159190| 42.013290
UZ| 5808323.500000| 9277663| 26202802| 41853860| 26354548| 42096244| 20051518| 32028384| 58397792| 93279072| 20394480| 32576200| 95207760| 152075808| 108.102969| 81.396789| 184.524629|-3.588862| 84.985652| 111.774607| 0.689264| 3.229923| 2.431991| 5.513266|-0.107229| 2.539219| 5.878845| 3.339626| 194733666205696.000000| 878492342288384.000000| 883579865268224.000000| 672260360765440.000000| 1957882701280360.000000| 683758726414336.000000| 688846182285312.000000| 3864258311880704.000000| 33526656| 3752090| 3285146| 2943678|   44| 2556223| 2751700| 5851457| 3099757| 2960291| 5461751| 2501460| 2108949| 3925581| 1816632| 1576900| 3021516| 1444616| 1097294| 1855258| 757964| 381295| 622410| 241115| 164914| 232024| 67110| 17710| 19480| 1770| 12537138| 20989518| 11313208| 6947096| 2729214| 19357596| 1631920| 251547| 10054.261334
VA|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|  520|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0
VC| 2886.600000| 4098.400000| 23956.500000| 34013.400000| 23365.600000| 33174.400000|-9831.800000|-13959.100000| 13291| 18870.500000| 21069.900000| 29915.100000| 38818.200000| 55114|    0|    0|    0|    0|    0|    0| 0.936161|    0|    0|    0|    0|    0|    0|    0| 302028416| 2506618644.000000| 2444785408.000000|-1028718272| 1390659985| 2204590336.000000| 2142756992| 2978092800.000000| 104632| 7307| 8159| 7845|   17| 7627| 8006| 16083| 8077| 6980| 14483| 7504| 7172| 13861| 6689| 6375| 12814| 6440| 5286| 9114| 3828| 2729| 4628| 1899| 1433| 2252|  819|  345|  446|  101| 30937| 73695| 30565| 26675| 16456| 62525| 11170| 2715| 2.700000
VE| 2508.200000| 4013.900000| 36637.100000| 58629.600000| 33459| 53543.700000| 19503.600000| 31211.200000|    0|    0| 34128.800000| 54615.700000| 103076.300000| 164951.100000| 104.446886| 129.617145| 176.691314| 18.763749| 110.853396| 82.115988| 0.005711| 3.673059| 4.558216| 6.213662| 0.659860| 3.898355| 6.786109| 2.887753| 71460470784.000000| 1043806093312.000000| 953260834816.000000| 555665522688.000000|    0| 972345638912.000000| 881800380416.000000| 3492356030464.000000| 28490452| 2510592| 2769122| 2835576|   43| 2571761| 2103269| 4025305| 1922035| 1940895| 3832299| 1891403| 1836478| 3530464| 1693986| 1568176| 2962332| 1394156| 1175381| 2050310| 874929| 615963| 1043094| 427131| 244388| 339532| 95144| 18617| 20028| 1411| 10687050| 17803402| 7857602| 6492795| 3453005| 15525778| 2277625| 359602| 0.056292
VG| 6930.600000| 8944.200000| 44702.900000| 57691.500000| 64349.400000| 83046.200000| 19992.700000| 25801.600000| 63994.500000| 82588.100000| 37772.400000| 48747.200000| 125416| 161855.800000| 0.240270| 0.418864| 0.601479| 0.234097| 0.184767| 0.022134| 1.034002| 7.947814| 13.855444| 19.896105| 7.743615| 6.111830| 6.843976| 0.732146| 214223536| 1381768062| 1989038592| 617973248| 1978068756| 1167544576| 1774815232| 4494581760.000000| 30910| 1186| 1532| 2191|    0| 2051| 2115| 4208| 2093| 2256| 5024| 2768| 2829| 5506| 2677| 2492| 4713| 2221| 1697| 2885| 1188|  815| 1279|  464|  208|  294|   86|   38|   46|    8| 6959| 23951| 9231| 10218| 4502| 21146| 2805|  339|    1
VI| 6852| 9069.900000| 47723.600000| 63170.700000| 47723.600000| 63170.700000| 14231.100000| 18837.400000| 75888.300000| 100451.600000| 40871.600000| 54100.900000| 89273.100000| 118168.800000|    0|    0|    0|    0|    0|    0| 0.873899|    0|    0|    0|    0|    0|    0|    0| 688230144| 4793457463.000000| 4793457664.000000| 1429399936| 7622367886.000000| 4105227264.000000| 4105227264.000000| 10396169216.000000| 100442| 6191| 6743| 6413|    7| 5213| 4744| 10034| 5290| 5152| 11190| 6038| 6195| 12821| 6626| 7333| 14823| 7490| 7282| 13615| 6333| 5844| 9899| 4055| 2089| 3071|  982|  339|  424|   85| 24561| 75881| 21224| 27644| 27014| 56148| 19732| 3500|    1
VN| 10070760| 14369345| 90541456| 129188008| 85165256| 121517032| 21906186| 31256582| 219473408| 313153056| 80470696| 114818656| 276132256| 393996064| 211.479507| 225.319659| 346.012471|-5.049628| 230.369288| 153.380726| 0.919282| 2.172618| 2.314803| 3.554731|-0.051877| 2.366680| 3.942425| 1.575745| 973325757054976.000000| 8750712934629376.000000| 8231109938642944.000000| 2117204128563200.000000| 21211817448400000.000000| 7777386909138944.000000| 7257783913152512.000000| 28805024951800000.000000| 96648688| 7429598| 7443781| 7059238| 6021| 6979806| 6955399| 15132405| 8177006| 8052615| 15847735| 7795120| 7258142| 13741952| 6483811| 5350945| 10364929| 5013985| 4504271| 7798702| 3294430| 2029393| 3258217| 1228823| 846000| 1356332| 510332| 183875| 229982| 46107| 28912424| 67736264| 30980138| 24106879| 12649251| 59591287| 8144981| 1592334| 23208.368333
VU| 36074.300000| 71008.300000| 424291.800000| 835172.400000| 477047.200000| 939015.800000| 104430.900000| 205561| 627284.100000| 1234740.900000| 388217.500000| 764164.100000| 1423230.300000| 2801474.800000| 0.479082| 0.271008| 0.795747|-0.017810| 0.288818| 0.626867| 0.793442| 1.559793| 0.882344| 2.590785|-0.057987| 0.940331| 2.981278| 2.040946| 11243811840.000000| 132245375173.000000| 148688453632.000000| 32549552128.000000| 195515049731.000000| 121001566208.000000| 137444655104.000000| 476149055488.000000| 311685| 44930| 42630| 36358|    5| 29423| 26288| 52229| 25941| 23003| 41556| 18553| 15097| 27726| 12629| 10606| 18921| 8315| 6341| 10868| 4527| 2897| 4720| 1823| 1298| 2031|  733|  248|  293|   44| 153340| 158345| 93784| 46646| 17915| 146771| 11574| 2328| 115.379997
WF|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 11655|  782|  954| 1059|    0| 1008|  612| 1219|  607|  623| 1315|  692|  852| 1763|  912|  777| 1466|  688|  617| 1121|  504|  418|  676|  257|  191|  269|   78|   24|   28|    4| 3803| 7852| 2533| 3228| 2091| 6378| 1475|  296|    0
WS| 1196.200000| 2274.200000| 12488.800000| 23744| 12177.800000| 23152.600000| 13521.100000| 25706.500000| 35507.500000| 67507.600000| 11292.700000| 21469.800000| 45564.200000| 86627.600000| 0.408806| 0.304744| 0.615679|-0.110497| 0.415241| 0.280479| 0.873304| 2.060369| 1.535898| 3.103002|-0.556902| 2.092800| 3.506406| 1.413606| 257088400| 2684208943.000000| 2617360128.000000| 2906068992.000000| 7631594313.000000| 2427120384.000000| 2360271616.000000| 12699146240.000000| 214929| 29178| 28101| 24233|    1| 20369| 17820| 34097| 16277| 12508| 23810| 11302| 11256| 21644| 10388| 8923| 16688| 7765| 6034| 10385| 4351| 2798| 4697| 1898| 1101| 1555|  454|  147|  175|   28| 101881| 113048| 57906| 38331| 16811| 102270| 10777| 1730| 2.664961
XI|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 0.925209|    0|    0|    0|    0|    0|    0|    0|    0| 8271644412.000000| 8271644160.000000|    0|    0|    0|    0|    0| 173863| 8703| 8862| 8470|   73| 9308| 10437| 21769| 11330| 11779| 23889| 12109| 11623| 24914| 13292| 13714| 26178| 12466| 10621| 20012| 9393| 7646| 13293| 5649| 4274| 6809| 2534| 1207| 1579|  373| 35343| 138520| 45655| 51095| 41770|    0| 31149| 8461| 0.780000
YE| 9365| 19104.500000| 365727.700000| 746080.400000| 366681.600000| 748026.400000|-171544.500000|-349948.800000| 1016357.900000| 2073359| 356362.700000| 726975.900000| 661865.800000| 1350198.800000| 28.554437| 23.802358| 39.724166| 1.656621| 22.145737| 17.812875| 0.592571| 0.957368| 0.798042| 1.331865| 0.055543| 0.742499| 1.339726| 0.597227| 302340603904.000000| 11807169183744.000000| 11837965860864.000000|-5538149040128.000000| 32812145434800.000000| 11504829071360.000000| 11535624699904.000000| 11238303072256.000000| 32284046| 4682245| 4347479| 3944882|    9| 3483842| 3152182| 6116834| 2964652| 2493185| 4441042| 1947856| 1432779| 2501480| 1068700| 819058| 1432101| 613043| 456539| 794034| 337495| 259468| 422628| 163160| 81960| 110677| 28717| 6220| 6797|  578| 16458448| 15825598| 10557874| 3933580| 1334144| 14947994| 877605| 117483| 743.005964
YU|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 19631042| 936174| 984338| 972631| 1444| 1018406| 1112441| 2309547| 1197105| 1319009| 2726068| 1407060| 1428649| 2794360| 1365710| 1353453| 2726150| 1372697| 1330455| 2590698| 1260243| 981762| 1661452| 679690| 525381| 801930| 276549| 90428| 107851| 17423| 3911548| 15719494| 5035614| 5520509| 5163372| 11886576| 3832917| 911224|    0
ZA| 14993.600000| 23658.700000| 111472| 175893.900000| 108657.100000| 171452.200000| 127111.800000| 200572.300000| 209876| 331167.600000| 96478.400000| 152235.200000| 288054.400000| 454526.700000| 239.870096| 331.496274| 406.012115|-135.146626| 466.642899| 92.932876| 0.857507| 4.115022| 5.686888| 6.965223|-2.318469| 8.005357| 9.599640| 1.594283| 873371664384.000000| 6493213032448.000000| 6329246679040.000000| 7404230017024.000000| 12225221675061.000000| 5619841499136.000000| 5455874621440.000000| 24183318773760.000000| 58249724| 5744261| 5661353| 5377030| 3607| 4551565| 4739139| 10151068| 5411929| 5628515| 10295513| 4666998| 3238581| 6103222| 2864642| 3064194| 5332895| 2268701| 1542553| 2833550| 1290996| 976187| 1581020| 604833| 337850| 510573| 172724| 82285| 104066| 21781| 21334208| 36915516| 20446580| 11436119| 5032817| 33425252| 3490263| 618247| 16.459105
ZM| 1108.100000| 2444.800000| 25717.200000| 56738.600000| 24455.400000| 53954.700000|-5945.100000|-13116.300000| 77024.200000| 169934.700000| 24609.100000| 54293.800000| 56433.700000| 124506.800000| 27.240507| 9.442343| 40.288811| 2.889865| 6.552478| 31.466600| 0.682508| 1.481754| 0.513619| 2.191520| 0.157195| 0.356424| 2.068058| 1.711634| 20974477312.000000| 486768541696.000000| 462884536320.000000|-112526786560.000000| 1457892907254.000000| 465794072576.000000| 441910067200.000000| 955634483200.000000| 18927716| 3024404| 2769357| 2473936|   54| 2080882| 1766561| 3284115| 1517554| 1311372| 2408865| 1097493| 874039| 1528911| 654872| 467570| 801898| 334328| 227927| 374052| 146124| 90173| 142572| 52399| 25640| 35440| 9800| 2733| 3235|  501| 10348579| 8579137| 5692979| 2330808| 555350| 8251714| 327423| 38728| 18.344093
ZW| 65283.700000| 137415| 709192.600000| 1492773.600000| 694162.400000| 1461136.600000| 61721.300000| 129916.600000|-57555.800000|-121148.800000| 643908.900000| 1355358.500000| 1371668.300000| 2887213| 6.334863| 11.430447| 12.010700| 1.315517| 10.114929| 10.167932| 0.124073| 0.426219| 0.769058| 0.808098| 0.088510| 0.680548| 1.364662| 0.684114| 1022973247488.000000| 11112811593728.000000| 10877293035520.000000| 967151845376.000000|-901880659104.000000| 10089837625344.000000| 9854319067136.000000| 22460734898176.000000| 15669666| 2287104| 2229093| 1932823|  240| 1776241| 1483874| 2640150| 1156277| 1055444| 2101852| 1046408| 752444| 1291335| 538891| 363179| 631542| 268364| 250478| 476508| 226030| 146549| 231607| 85057| 41839| 61547| 19707| 7911| 9628| 1717| 8225261| 7444405| 4742001| 1922877| 779527| 6915355| 529049| 71414| 64.101100
ZZ| 270840.800000| 598849| 3108428| 6872962.500000| 3108428| 6872962.500000|    0|    0|    0|    0| 2837587| 6274113|    0|    0|    0|    0|    0|    0|    0|    0| 0.812205|    0|    0|    0|    0|    0|    0|    0| 452737007616.000000| 5196042018101.000000| 5196042207232.000000|    0|    0| 4743304839168.000000| 4743304839168.000000|    0| 1671598| 279366| 240500| 213587|   16| 182132| 147448| 267151| 119703| 105575| 198770| 93195| 75939| 133793| 57855| 43372| 76879| 33507| 27137| 48239| 21102| 15410| 24423| 9012| 4325| 6089| 1764|  539|  653|  115| 915586| 756012| 465921| 210672| 79419| 703730| 52282| 6758| 2294.146240
