country| aconfci|aconfci992|agdproi|agdproi992|agninci|agninci992|agweali|agweali992|ahweali|ahweali992|andproi|andproi992|apweali|apweali992|ehfghgi|enfcari|enfghgi|enncari|entcari|entonai|inyixxi|khfghgi|knfcari|knfghgi|knncari|kntcari|kntghgi|kntonai|mconfci|mgdproi|mgninci|mgweali|mhweali|mndproi|mnninci|mnweali|npopuli|npopuli001|npopuli051|npopuli101|npopuli111|npopuli151|npopuli201|npopuli202|npopuli251|npopuli301|npopuli302|npopuli351|npopuli401|npopuli402|npopuli451|npopuli501|npopuli502|npopuli551|npopuli601|npopuli602|npopuli651|npopuli701|npopuli702|npopuli751|npopuli801|npopuli802|npopuli851|npopuli901|npopuli902|npopuli951|npopuli991|npopuli992|npopuli993|npopuli994|npopuli995|npopuli996|npopuli997|npopuli998|xlcusxi
BZ| 2184.300000| 3564.900000| 11676.200000| 19056.100000| 11333.100000| 18496.300000|-4392.300000|-7168.400000| 13005.300000| 21225.400000| 9491.900000| 15491.200000| 11083.200000| 18088.500000| 0.894898| 0.848251| 1.350564| 0.183083| 0.665169| 1.005079| 0.888162| 2.250591| 2.133279| 3.396553| 0.460437| 1.672842| 4.200528| 2.527686| 862626368| 4611160993.000000| 4475689472.000000|-1734598912| 5136085320.000000| 3748534528.000000| 3613063168.000000| 3519939328.000000| 394921| 38192| 37612| 37841|    6| 39299| 38810| 75537| 36728| 32679| 60768| 28089| 23758| 44630| 20872| 17282| 31418| 14136| 10648| 18121| 7472| 4938| 8053| 3115| 1983| 3005| 1022|  378|  445|   67| 152943| 241978| 136304| 76047| 29627|  222| 18979| 3455|    2
CA| 9989.300000| 12673.900000| 66291.400000| 84107.100000| 68317.700000| 86678| 9500.800000| 12054.200000| 350199.500000| 445317.900000| 56302| 71433.100000| 404296.200000| 512950| 345.740698| 520.668229| 652.659923| 1.682771| 518.985459| 129.192290| 0.849143| 9.175577| 13.817961| 17.320875| 0.044659| 13.773302| 17.201923| 3.428621| 380238561280.000000| 2523347550208.000000| 2600479752192.000000| 361644130304.000000| 14340152360960.000000| 2143108857856.000000| 2220241190912.000000| 15750972571648.000000| 38064492| 1908592| 2027892| 2053534| 10439| 2072860| 2489047| 5144256| 2655209| 2665689| 5302887| 2637199| 2477249| 4881573| 2404324| 2473343| 5224494| 2751151| 2574301| 4752397| 2178097| 1793196| 3020424| 1227228| 817584| 1338495| 520911| 251693| 326650| 74956| 8062878| 30001614| 10447144| 10106067| 9448403| 23127512| 6874103| 1675583| 1.341153
CD| 65126.300000| 150834.100000| 1417729.300000| 3283496.800000| 1380149.800000| 3196461.800000| 478753.700000| 1108805.500000| 522797| 1210811.100000| 1352602.900000| 3132662.300000| 1593071.300000| 3689593.300000| 37.052269| 7.355047| 51.232123| 1.550416| 5.804631| 64.815229| 0.685057| 0.413708| 0.082123| 0.572034| 0.017311| 0.064812| 0.788508| 0.723696| 6047180783616.000000| 131640646959104.000000| 128151279632384.000000| 44453792317440.000000| 48543360933887.000000| 125593458835456.000000| 122104091508736.000000| 118956954222592.000000| 92853168| 17195998| 14285368| 11689725|   74| 9590474| 8114386| 14841532| 6727146| 5552259| 9978732| 4426472| 3496025| 6465164| 2969139| 2493483| 4479964| 1986481| 1539957| 2676093| 1136135| 811396| 1312362| 500967| 237870| 318474| 80604| 17356| 19213| 1857| 52761564| 40091604| 24820263| 10945127| 4326212| 37305348| 2786256| 337759| 1851.122162
CF| 17564.300000| 44392.900000| 283518.500000| 716576.200000| 282978.700000| 715212| 148960.600000| 376489.100000| 748304.800000| 1891296| 265954.200000| 672183.400000| 1150953.400000| 2908966.500000| 6.532239| 0.627775| 8.668802| 0.293091| 0.334684| 9.418957| 0.884070| 1.352496| 0.129980| 1.794870| 0.060684| 0.069296| 2.019485| 1.950189| 93846667264.000000| 1514844979200.000000| 1511961001984.000000| 795899527168.000000| 3998207388369.000000| 1420998344704.000000| 1418114236416.000000| 6945466482688.000000| 5343020| 955519| 855184| 765084|    1| 653230| 514103| 879113| 365010| 268930| 476263| 207333| 159978| 298848| 138870| 128126| 237829| 109703| 89507| 154180| 64674| 36960| 55820| 18860| 8467| 11385| 2918|  545|  569|   24| 3229016| 2114004| 1355375| 536676| 221953| 1981558| 132447| 11954| 575.585999
CG| 155998.600000| 322802.700000| 1633223.600000| 3379575| 1621132.100000| 3354554.300000|-703397.300000|-1455516.500000| 2140233.800000| 4428714| 1477225| 3056772| 4087377.500000| 8457873| 6.137975| 3.811597| 10.196532|-0.018094| 3.829692| 13.886610| 0.708823| 1.112337| 0.690746| 1.847838|-0.003279| 0.694025| 3.210588| 2.516562| 889531334656.000000| 9312925646848.000000| 9243977580544.000000|-4010893901824.000000| 12203985860078.000000| 8423393984512.000000| 8354445918208.000000| 15045027168256.000000| 5702174| 842444| 823193| 710570|    5| 570318| 470494| 883275| 412781| 384954| 730455| 345502| 301146| 545991| 244844| 195383| 341986| 146603| 102972| 169248| 66276| 41844| 65744| 23900| 12807| 17549| 4742| 1248| 1400|  152| 2946524| 2755650| 1613729| 887976| 253945| 2604676| 150973| 18953| 575.585999
CH| 19900.100000| 24855.200000| 84496.900000| 105536.200000| 84189.200000| 105151.900000| 43301.100000| 54082.900000| 478328| 597429.400000| 64596.800000| 80681.100000| 509345.500000| 636169.900000| 77.578139| 110.139158| 132.475938| 76.225802| 33.913356| 8.640232| 0.954358| 8.963781| 12.726050| 15.306958| 8.807526| 3.918525| 4.916862| 0.998337| 171909513216.000000| 729936101376.000000| 727278288896.000000| 374061629440.000000| 4132090845298.000000| 558026588160.000000| 555368775680.000000| 4774099943424.000000| 8638613| 437563| 437632| 425758| 1636| 421210| 478896| 1041805| 562909| 616280| 1236233| 619953| 593896| 1113| 606017| 658714| 1295955| 637241| 524893| 957665| 432771| 401153| 728995| 327842| 225802| 372426| 146624| 65608| 81828| 16220| 1722162| 6916451| 2278037| 2495867| 2142547| 5298797| 1617654| 455889| 0.938965
CI| 53037| 113525.800000| 1452627.400000| 3109349.500000| 1406946.100000| 3011568.800000|-520843.100000|-1114864.700000| 617725.200000| 1322241| 1399590.300000| 2995823.500000| 1640178.900000| 3510803.500000| 24.607587| 17.221110| 31.018934| 4.598316| 12.622793| 17.248572| 0.930790| 0.932873| 0.652852| 1.175927| 0.174322| 0.478530| 1.132423| 0.653893| 1422017560576.000000| 38947539386368.000000| 37722743898112.000000|-13964734889984.000000| 16562317673755.000000| 37525519335424.000000| 36300728041472.000000| 35365104648192.000000| 26811790| 4136379| 3750357| 3403810|  166| 2995300| 2524560| 4589804| 2065244| 1700146| 3241325| 1541179| 1346408| 2374377| 1027969| 756514| 1293280| 536765| 381312| 655132| 273821| 170937| 277365| 106428| 58965| 85015| 26050| 7944| 9486| 1542| 14285845| 12525945| 7831128| 3667655| 1027163| 11880093| 645851| 94666| 575.585999
CK| 3343.400000| 4898| 25615.300000| 37526.100000| 25615.300000| 37526.100000|    0|    0|    0|    0| 22271.900000| 32628|    0|    0|    0|    0|    0|    0|    0|    0| 1.001853|    0|    0|    0|    0|    0|    0|    0| 56934788| 436203152| 436203168|    0|    0| 379268352| 379268352|    0| 17029| 1419| 1374| 1287|    0| 1325| 1182| 2322| 1140| 1028| 2020|  992|  nan| 2124| 1126| 1214| 2384| 1171|  913| 1637|  725|  497|  828|  331|  201|  282|   81|   26|   29|    4| 5405| 11624| 4341| 4508| 2775| 9762| 1863|  311| 1.542058
CL| 1958600.800000| 2613915.500000| 12670762| 16910186| 11980980| 15989614| 891244.100000| 1189439.400000| 26663546| 35584720| 10712161| 14296270| 23841518| 31818488| 70.823223| 87.148466| 113.090643| 7.095176| 80.053290| 23.504180| 0.823673| 3.704880| 4.558880| 5.915958| 0.371160| 4.187720| 5.417263| 1.229542| 37801613590528.000000| 244549716803584.000000| 231236693917696.000000| 17201293688832.000000| 514614861298211.000000| 206748099018752.000000| 193435076132864.000000| 477350114361344.000000| 19300316| 1158117| 1230315| 1205069| 3543| 1245134| 1450326| 3069282| 1618956| 1580450| 3017507| 1437057| 1346529| 2633479| 1286950| 1234579| 2366951| 1132372| 982078| 1789193| 807115| 603910| 1013945| 410035| 282705| 457065| 174360| 86739| 110720| 23981| 4838635| 14461681| 6086788| 5000429| 3374464| 12069295| 2392386| 571327| 792.727234
CM| 66788.800000| 142695.800000| 989714.500000| 2114546.300000| 969262.700000| 2070850.400000|-95618|-204290| 1435850.300000| 3067725| 922925.600000| 1971850.400000| 1929021.100000| 4121395| 26.443749| 10.667115| 34.931341| 3.264184| 7.402931| 33.557199| 0.895108| 0.996153| 0.401837| 1.315886| 0.122964| 0.278873| 1.542995| 1.264122| 1769308684288.000000| 26218613178368.000000| 25676822347776.000000|-2533026168832.000000| 38037236572827.000000| 24449304756224.000000| 23907511828480.000000| 48568844943360.000000| 26491088| 4277276| 3724922| 3289673|  126| 2800050| 2382180| 4505960| 2123780| 1840062| 3351397| 1511335| 1186506| 2123396| 936890| 733115| 1287649| 554534| 405711| 692650| 286939| 200464| 331705| 131241| 69571| 97370| 27799| 7647| 8919| 1271| 14091920| 12399168| 7857356| 3411044| 1130768| 11674110| 725057| 106414| 575.585999
CN| 12637.200000| 16050.900000| 79527.900000| 101011| 78378.400000| 99550.900000| 186259.700000| 236574.500000| 336997.600000| 441074.300000| 66890.700000| 84960.100000| 426231.500000| 541370.500000| 3953.903953| 9229.491996| 11331.841738|-1026.586554| 10256.078550| 2678.212294| 0.946119| 2.811461| 6.562719| 8.057615|-0.729964| 7.292683| 9.197052| 1.904369| 17760369246208.000000| 111769016074240.000000| 110153462448128.000000| 261770606280704.000000| 480197942398201.000000| 94008646828032.000000| 92393101590528.000000| 860799157403648.000000| 1405406720| 72007320| 80400568| 75924112| 36532| 70570904| 83793528| 184460016| 100666496| 124432416| 230517024| 106084608| 94613784| 213117632| 118503864| 121188392| 220092224| 98903848| 75864984| 149168864| 73303864| 47147340| 76435088| 29287752| 19060392| 28924022| 9863628| 3205084| 3752404| 547321| 298902912| 1106503808| 414977056| 433209856| 258316896| 924051904| 182451904| 32712958| 6.900767
CO| 3210816.800000| 4592532| 25647148| 36683916| 25313072| 36206080|-6561212|-9384707| 19546476| 27957936| 22436332| 32091386| 39572132| 56601260| 114.271561| 108.262936| 190.407260| 11.170615| 97.092321| 91.272556| 0.763834| 2.245776| 2.127688| 3.742068| 0.219536| 1.908153| 3.701930| 1.793777| 163529034301440.000000| 1306226256248832.000000| 1289211609088000.000000|-334166877011968.000000| 995515033785602.000000| 1142697255501824.000000| 1125682541232128.000000| 1681268169244672.000000| 50930664| 3671589| 3685931| 3807687| 1486| 4157858| 4440528| 8921254| 4480726| 4198493| 8035574| 3837081| 3418255| 6476016| 3057761| 2956461| 5669083| 2712623| 2190673| 3845141| 1654469| 1163766| 1930903| 767137| 450661| 655853| 205192| 60159| 72296| 12137| 15323064| 35607600| 16956826| 12145099| 6505677| 31292598| 4315004| 729634| 3693.275879
CR| 429721.900000| 598555.300000| 7743983| 10786516| 7292686.500000| 10157910|-514529.500000|-716682.900000| 13849882| 19291362| 7314261| 10187961| 21618146| 30111698| 14.541011| 12.733454| 20.780009| 4.651307| 8.082146| 8.445520| 0.919896| 2.854471| 2.499639| 4.079216| 0.913074| 1.586564| 3.244461| 1.657897| 2201510477824.000000| 39673237864448.000000| 37361199087616.000000|-2635988467712.000000| 70954401324840.000000| 37471727386624.000000| 35159688609792.000000| 108116037337088.000000| 5123105| 337803| 361784| 371165|  167| 374313| 401629| 822142| 420513| 429119| 829963| 400844| 353465| 667369| 313904| 304434| 594976| 290541| 240097| 423107| 183011| 139001| 235247| 96246| 61890| 93073| 31184| 10151|   11| 1848| 1445065| 3678040| 1652104| 1262344| 763592| 3154544| 523495| 105239| 584.900879
CS|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 0.970543|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 15987634| 849852| 843834| 851691|  907| 743263| 770141| 1758020| 987879| 1100142| 2270026| 1169884| 1347278| 2593025| 1245747| 1029311| 2038193| 1008882| 998136| 2004109| 1005973| 844265| 1411151| 566886| 337714| 532383| 194669| 75559| 91187| 15628| 3288639| 12698995| 4028045| 4631217| 4039734| 9657397| 3041598| 624475| 23.210251
CU| 1929.500000| 2464.300000| 14428.700000| 18428.100000| 14110.800000| 18022.100000| 4215.800000| 5384.300000| 367451| 469300.300000| 12499.300000| 15963.800000| 27868.500000| 35593| 32.149453| 39.352343| 51.520203| 5.825815| 33.526528| 12.488392| 0.658381| 2.838399| 3.474325| 4.548596| 0.514347| 2.959977| 4.062548| 1.102570| 21804238848.000000| 163054747648.000000| 159462375424.000000| 47641583616.000000| 4152452491617.000000| 141250510848.000000| 137658122240.000000| 362574839808.000000| 11300698| 570432| 625458| 596461| 2364| 660171| 706588| 1446243| 739655| 811755| 1498002| 686247| 674280| 1613418| 939138| 991560| 1916289| 924729| 616764| 1158587| 541822| 451810| 795811| 344000| 224417| 345929| 121512| 56045| 71539| 15494| 2452521| 8848177| 2944244| 3529707| 2374227| 7090714| 1757463| 419831|    1
CV| 38604.900000| 60423.400000| 340203.200000| 532476.400000| 331861.800000| 519420.800000|-140790|-220360.600000| 303579.800000| 475154.600000| 301598.200000| 472053.100000| 413303.200000| 646890.600000| 0.848322| 0.847781| 1.376532|-0.016507| 0.864288| 0.333530| 0.889534| 1.525794| 1.524821| 2.475835|-0.029690| 1.554511| 2.154400| 0.599889| 22492782592.000000| 198215958528.000000| 193355972608.000000|-82029879296.000000| 176877727332.000000| 175723167744.000000| 170863198208.000000| 166459326464.000000| 582640| 51087| 52709| 53768|   27| 52824| 56564| 115773| 59209| 53268| 97846| 44578| 34625| 62283| 27659| 25605| 48207| 22602| 16867| 27757| 10890| 6006| 11138| 5132| 5017| 7959| 2942| 1064| 1266|  201| 210387| 372253| 213618| 110490| 48145| 340974| 31279| 9251| 96.795746
CW| 4578.900000| 6096.400000| 26916.700000| 35837.500000| 31026.200000| 41308.900000| 7399.400000| 9851.700000| 38869.900000| 51752.200000| 22337.800000| 29741.100000| 54497.400000| 72559|    0|    0|    0|    0|    0|    0| 0.890369|    0|    0|    0|    0|    0|    0|    0| 866727680| 5095013606.000000| 5872890368.000000| 1400618368| 7357606317.000000| 4228285952.000000| 5006162432.000000| 11716329472.000000| 189288| 10095| 11238| 12196|    5| 13590| 14878| 30822| 15943| 12353| 23690| 11337| 10787| 22721| 11934| 12662| 26127| 13465| 11846| 21590| 9744| 7674| 12757| 5084| 2807| 4038| 1231|  361|  425|   64| 47118| 142170| 54511| 48847| 38813| 115202| 26968| 4467| 1.790000
CY| 3541.900000| 4491| 28733.600000| 36433.400000| 28615.100000| 36283.100000| 4567| 5790.900000| 76905.900000| 97514.500000| 25191.800000| 31942.400000| 120453.300000| 152731.400000| 8.623577| 10.083186| 12.654044| 3.499027| 6.584160| 1.355844| 0.878150| 9.857094| 11.525486| 14.464079| 3.999528| 7.525958| 9.075742| 1.549784| 3100291072.000000| 25151240376.000000| 25047449600.000000| 3997640704.000000| 67317559920.000000| 22050949120.000000| 21947158528.000000| 109433290752.000000| 875324| 47576| 47683| 44846|   76| 44886| 51914| 119651| 67737| 82694| 162133| 79439| 68556| 128519| 59963| 56807| 108855| 52048| 47279| 86030| 38751| 32541| 56635| 24094| 15975| 24402| 8427| 3261| 4033|  772| 184990| 690334| 281784| 237374| 171176| 566437| 123897| 28511| 0.875506
CZ| 142572.100000| 179356.700000| 662543.300000| 833483.800000| 631145.300000| 793984.900000| 1023303.200000| 1287322.100000| 1436284.100000| 1806854.900000| 519971.200000| 654127.200000| 1927454.400000| 2424750.300000| 48.198348| 77.948952| 95.574706|-15.365066| 93.314018| 21.534004| 0.817662| 4.529103| 7.324709| 8.980967|-1.443825| 8.768534| 10.792042| 2.023508| 1502505336832.000000| 6982254723072.000000| 6651364507648.000000| 10784145932288.000000| 17907171983360.000000| 5479749648384.000000| 5148858908672.000000| 31096748113920.000000| 10538564| 556568| 553905| 570208|  660| 480690| 481364| 1110696| 629332| 693564| 1429006| 735443| 893446| 1733729| 840283| 683726| 1336276| 652550| 641917| 1316357| 674440| 605555| 1012773| 407218| 235453| 373723| 138270| 52580| 63972| 11392| 2161371| 8377193| 2539702| 3070005| 2767485| 6251626| 2125568| 438355| 23.210251
DD|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 0.864793|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 0.875775
DE| 7783.600000| 9482.200000| 44993.200000| 54811.700000| 46021| 56063.700000| 14476.200000| 17635.200000| 190703.400000| 232318.800000| 37209.600000| 45329.500000| 248163.100000| 302317.400000| 502.295827| 728.613854| 862.218108| 89.834707| 638.779147| 88.794220| 0.864793| 5.946435| 8.625704| 10.207378| 1.063509| 7.562194| 8.613385| 1.051191| 649860612096.000000| 3756517836812.000000| 3842324037632.000000| 1208624873472.000000| 15921963550451.000000| 3106657271808.000000| 3192463556608.000000| 21927940849664.000000| 83490736| 3871537| 3666376| 3608433| 15945| 3809423| 4651317| 9675365| 5024047| 5570693| 10914492| 5343797| 5018441| 10194966| 5176525| 6652526| 13504461| 6851935| 5786966| 10710559| 4923592| 3853752| 7565142| 3711391| 3391718| 5050983| 1659265| 726227| 903057| 176831| 14955768| 68534968| 20589854| 23699427| 24245685| 50076250| 18458718| 5969984| 0.875506
DJ| 52516| 89966.200000| 536504.800000| 919097.100000| 513842.200000| 880273.400000|-70968.200000|-121577| 652386.800000| 1117617| 483988.800000| 829130.900000| 810240.400000| 1388039.100000| 1.341674| 0.794107| 2.038850|-0.001035| 0.795142| 1.139805| 0.967847| 1.357969| 0.803752| 2.063613|-0.001048| 0.804800| 1.958449| 1.153649| 57250603008.000000| 584873869312.000000| 560168108032.000000|-77366362112.000000| 711203418176.000000| 527623258112.000000| 502917464064.000000| 805922078720.000000| 1090156| 115819| 111914| 112299|    2| 113768| 101055| 194096| 93041| 83007| 157491| 74483| 68327| 127076| 58749| 46716| 82441| 35725| 26662| 46042| 19380| 14651| 23238| 8587| 4145| 5606| 1461|  328|  369|   41| 453799| 636357| 351585| 209516| 75256| 587763| 48594| 5977| 177.720993
DK| 74644.800000| 96038.200000| 430595.900000| 554006.200000| 447788.500000| 576126.300000| 256290.300000| 329744| 1941590.800000| 2498057.300000| 355951.200000| 457968| 2031431.600000| 2613646.800000| 28.912414| 42.835127| 56.324830| 13.967181| 28.867946| 11.330097| 0.929071| 5.024396| 7.443883| 9.788122| 2.427215| 5.016668| 6.985611| 1.968943| 433051566080.000000| 2498101510144.000000| 2597844156416.000000| 1486867791872.000000| 11791344074752.000000| 2065049976832.000000| 2164792623104.000000| 13272213356544.000000| 5801498| 307491| 302807| 338385| 1189| 343658| 375615| 772898| 397284| 360044| 685843| 325798| 356647| 747566| 390919| 405657| 798122| 392465| 343409| 661239| 317830| 319534| 566978| 247444| 150791| 231305| 80515| 34661| 44019| 9358| 1292340| 4509158| 1458740| 1545687| 1504730| 3347838| 1161321| 276513| 6.542152
DM| 1118.500000| 1556.800000| 20871.300000| 29048.700000| 21227.900000| 29545|-9654.300000|-13436.900000| 34487|   47| 19752.800000| 27491.900000| 38545.900000| 53648.100000|    0|    0|    0|    0|    0|    0| 0.905999|    0|    0|    0|    0|    0|    0|    0| 80529392| 1502628872| 1528304384|-695063744| 2482894212.000000| 1422099456| 1447775104| 1947132928| 71995| 4610| 4630| 5250|    2| 5778| 6345| 13012| 6667| 5606| 10720| 5114| 4207| 8965| 4758| 4905| 9082| 4176| 3348| 5716| 2368| 1731| 2965| 1235|  774| 1156|  381|   99|  115|   15| 20267| 51728| 23731| 18046| 9951| 45124| 6604| 1271| 2.700000
DO| 24861.700000| 39169.600000| 506598.500000| 798145.100000| 482112.300000| 759567.100000|-94308.800000|-148583.300000| 611183.400000| 962918.600000| 481736.700000| 758975.500000| 791804.100000| 1247486.100000| 33.053113| 27.254637| 42.513209| 1.244777| 26.009860| 17.267806| 0.799773| 3.046957| 2.512432| 3.919023| 0.114748| 2.397684| 3.989493| 1.591810| 273470439424.000000| 5572412833792.000000| 5303072980992.000000|-1037364756480.000000| 6722812223636.000000| 5298942115840.000000| 5029602787328.000000| 7672214585344.000000| 10999664| 1022266| 1027473| 988739| 1038| 979483| 955189| 1883091| 927902| 842477| 1608349| 765872| 690259| 1300435| 610176| 544173| 1029848| 485676| 393858| 678564| 284705| 192653| 318580| 125926| 89896| 138100| 48204| 18533| 23704| 5172| 4017960| 6981704| 3491438| 2330283| 1159983| 6215579| 766125| 162841| 56.524532
